location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Ludgeristraße, Münster;2023-03-11 10:00:00 +0100;Saturday;2248;1;clear-day;
Ludgeristraße, Münster;2023-03-11 11:00:00 +0100;Saturday;4457;2;clear-day;
Ludgeristraße, Münster;2023-03-11 12:00:00 +0100;Saturday;5925;2;partly-cloudy-day;
Ludgeristraße, Münster;2023-03-11 13:00:00 +0100;Saturday;6318;3;partly-cloudy-day;
Ludgeristraße, Münster;2023-03-11 14:00:00 +0100;Saturday;6435;4;partly-cloudy-day;
Ludgeristraße, Münster;2023-03-11 15:00:00 +0100;Saturday;6201;5;partly-cloudy-day;
Ludgeristraße, Münster;2023-03-11 16:00:00 +0100;Saturday;5898;5;partly-cloudy-day;
Ludgeristraße, Münster;2023-03-11 17:00:00 +0100;Saturday;4923;5;partly-cloudy-day;
Ludgeristraße, Münster;2023-03-11 18:00:00 +0100;Saturday;3339;4;partly-cloudy-day;
Ludgeristraße, Münster;2023-03-11 19:00:00 +0100;Saturday;1724;3;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-11 20:00:00 +0100;Saturday;496;2;clear-night;
Ludgeristraße, Münster;2023-03-11 21:00:00 +0100;Saturday;443;2;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-11 22:00:00 +0100;Saturday;392;1;clear-night;
Ludgeristraße, Münster;2023-03-11 23:00:00 +0100;Saturday;284;1;clear-night;
Ludgeristraße, Münster;2023-03-12 00:00:00 +0100;Sunday;134;1;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-12 01:00:00 +0100;Sunday;135;0;partly-cloudy-night;
Ludgeristraße, Münster;2023-03-12 02:00:00 +0100;Sunday;96;0;cloudy;
Ludgeristraße, Münster;2023-03-12 03:00:00 +0100;Sunday;50;0;cloudy;
Ludgeristraße, Münster;2023-03-12 04:00:00 +0100;Sunday;21;0;cloudy;
Ludgeristraße, Münster;2023-03-12 05:00:00 +0100;Sunday;21;0;cloudy;
Ludgeristraße, Münster;2023-03-12 06:00:00 +0100;Sunday;9;0;cloudy;
Ludgeristraße, Münster;2023-03-12 07:00:00 +0100;Sunday;21;1;cloudy;
Ludgeristraße, Münster;2023-03-12 08:00:00 +0100;Sunday;45;1;cloudy;
Ludgeristraße, Münster;2023-03-12 09:00:00 +0100;Sunday;70;2;rain;
Ludgeristraße, Münster;2023-03-12 10:00:00 +0100;Sunday;156;2;rain;
Ludgeristraße, Münster;2023-03-12 11:00:00 +0100;Sunday;189;2;rain;
Ludgeristraße, Münster;2023-03-12 12:00:00 +0100;Sunday;256;3;rain;
Ludgeristraße, Münster;2023-03-12 13:00:00 +0100;Sunday;310;4;rain;
Ludgeristraße, Münster;2023-03-12 14:00:00 +0100;Sunday;371;5;cloudy;
Ludgeristraße, Münster;2023-03-12 15:00:00 +0100;Sunday;493;7;cloudy;
Ludgeristraße, Münster;2023-03-12 16:00:00 +0100;Sunday;562;9;cloudy;
Ludgeristraße, Münster;2023-03-12 17:00:00 +0100;Sunday;535;9;cloudy;
Ludgeristraße, Münster;2023-03-12 18:00:00 +0100;Sunday;313;9;cloudy;
