location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Ludgeristraße, Münster;2019-01-08 17:00:00 +0100;Tuesday;1938;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-08 18:00:00 +0100;Tuesday;1319;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-08 19:00:00 +0100;Tuesday;763;5;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-08 20:00:00 +0100;Tuesday;206;5;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-08 21:00:00 +0100;Tuesday;79;5;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-08 22:00:00 +0100;Tuesday;88;5;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-08 23:00:00 +0100;Tuesday;31;4;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 00:00:00 +0100;Wednesday;21;2;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 01:00:00 +0100;Wednesday;8;3;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 02:00:00 +0100;Wednesday;4;4;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 03:00:00 +0100;Wednesday;27;4;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 04:00:00 +0100;Wednesday;11;3;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 05:00:00 +0100;Wednesday;38;3;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 06:00:00 +0100;Wednesday;93;2;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 07:00:00 +0100;Wednesday;286;3;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 08:00:00 +0100;Wednesday;385;3;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 09:00:00 +0100;Wednesday;806;3;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-09 10:00:00 +0100;Wednesday;1657;3;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-09 11:00:00 +0100;Wednesday;2301;4;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-09 12:00:00 +0100;Wednesday;2909;5;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-09 13:00:00 +0100;Wednesday;2917;5;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-09 14:00:00 +0100;Wednesday;2560;5;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-09 15:00:00 +0100;Wednesday;2551;4;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-09 16:00:00 +0100;Wednesday;2495;4;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-09 17:00:00 +0100;Wednesday;2206;3;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 18:00:00 +0100;Wednesday;1690;3;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 19:00:00 +0100;Wednesday;947;3;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 20:00:00 +0100;Wednesday;324;3;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 21:00:00 +0100;Wednesday;123;2;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 22:00:00 +0100;Wednesday;92;2;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-09 23:00:00 +0100;Wednesday;60;1;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 00:00:00 +0100;Thursday;40;0;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 01:00:00 +0100;Thursday;33;0;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 02:00:00 +0100;Thursday;15;0;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 03:00:00 +0100;Thursday;22;0;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 04:00:00 +0100;Thursday;20;0;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 05:00:00 +0100;Thursday;40;-1;partly-cloudy-night;
